Store,Dept,Date,Weekly_Pred,IsHoliday
1.0,10.0,2011-12-02,27355.03730530217,False
1.0,10.0,2011-12-09,27994.6356484482,False
1.0,10.0,2011-12-16,28488.34316072748,False
1.0,10.0,2011-12-23,31811.22626292241,False
1.0,10.0,2011-12-30,26629.815013921474,True
1.0,11.0,2011-11-04,28326.79881785853,False
1.0,11.0,2011-11-11,22931.03201970361,False
1.0,11.0,2011-11-18,25545.93209117647,False
1.0,11.0,2011-11-25,32548.4249284118,True
1.0,11.0,2011-12-02,30403.026095202156,False
1.0,11.0,2011-12-09,31062.256168653683,False
1.0,11.0,2011-12-16,31054.672555807007,False
1.0,11.0,2011-12-23,33429.35709609157,False
1.0,11.0,2011-12-30,23773.018501232105,True
1.0,12.0,2011-11-04,9451.801088390106,False
1.0,12.0,2011-11-11,11306.340357014958,False
1.0,12.0,2011-11-18,8198.231032072033,False
1.0,12.0,2011-11-25,10091.575864661883,True
1.0,12.0,2011-12-02,8258.86086152883,False
1.0,12.0,2011-12-09,7649.733821220628,False
1.0,12.0,2011-12-16,7613.144926466212,False
1.0,12.0,2011-12-23,7423.071246022175,False
1.0,12.0,2011-12-30,7491.72270652121,True
1.0,13.0,2011-11-04,39422.89396203595,False
1.0,13.0,2011-11-11,36967.65005698434,False
1.0,13.0,2011-11-18,37270.23098270462,False
1.0,13.0,2011-11-25,36761.19301330212,True
1.0,13.0,2011-12-02,36084.72872080148,False
1.0,13.0,2011-12-09,35437.666175754806,False
1.0,13.0,2011-12-16,34248.843314422826,False
1.0,13.0,2011-12-23,35998.52483762079,False
1.0,13.0,2011-12-30,34269.396667732755,True
1.0,14.0,2011-11-04,13955.859686868918,False
1.0,14.0,2011-11-11,14186.779032581093,False
1.0,14.0,2011-11-18,18337.2847051024,False
1.0,14.0,2011-11-25,37171.81750079601,True
1.0,14.0,2011-12-02,16147.548040953305,False
1.0,14.0,2011-12-09,20788.67120748137,False
1.0,14.0,2011-12-16,28188.353535675167,False
1.0,14.0,2011-12-23,47755.96310313328,False
1.0,14.0,2011-12-30,18183.950067720725,True
1.0,16.0,2011-11-04,4915.946963161327,False
1.0,16.0,2011-11-11,4897.332090284306,False
1.0,16.0,2011-11-18,3964.134743877784,False
1.0,16.0,2011-11-25,6577.0165189757045,True
1.0,16.0,2011-12-02,3235.83479262479,False
1.0,16.0,2011-12-09,3212.8449650766365,False
1.0,16.0,2011-12-16,3540.8861613502763,False
1.0,16.0,2011-12-23,5556.09184124035,False
1.0,16.0,2011-12-30,3759.4684858874193,True
1.0,17.0,2011-11-04,8564.510386998025,False
1.0,17.0,2011-11-11,8413.68376763254,False
1.0,17.0,2011-11-18,9473.782145362306,False
1.0,17.0,2011-11-25,12770.501076753677,True
1.0,17.0,2011-12-02,9642.910885933046,False
1.0,17.0,2011-12-09,10977.53065681267,False
1.0,17.0,2011-12-16,12872.356173287104,False
1.0,17.0,2011-12-23,18453.031002312167,False
1.0,17.0,2011-12-30,8933.214550460403,True
1.0,18.0,2011-11-04,11630.997582285085,False
1.0,18.0,2011-11-11,8964.061499050587,False
1.0,18.0,2011-11-18,14973.09932619671,False
1.0,18.0,2011-11-25,34511.46008960833,True
1.0,18.0,2011-12-02,52395.231429419946,False
1.0,18.0,2011-12-09,46888.98868569767,False
1.0,18.0,2011-12-16,33832.42291228927,False
1.0,18.0,2011-12-23,23178.10035880679,False
1.0,18.0,2011-12-30,20330.064836150723,True
1.0,19.0,2011-11-04,998.9143386898534,False
1.0,19.0,2011-11-11,1148.5352612752206,False
1.0,19.0,2011-11-18,1112.6129722553044,False
1.0,19.0,2011-11-25,1177.6614886556956,True
1.0,19.0,2011-12-02,1414.5633356654755,False
1.0,19.0,2011-12-09,1458.44176727717,False
1.0,19.0,2011-12-16,1386.4645927892736,False
1.0,19.0,2011-12-23,1180.5613756712526,False
1.0,19.0,2011-12-30,507.56545773369146,True
1.0,20.0,2011-11-04,2791.5847027588998,False
1.0,20.0,2011-11-11,3103.8546755358934,False
1.0,20.0,2011-11-18,2924.291287884664,False
1.0,20.0,2011-11-25,5310.368003358448,True
1.0,20.0,2011-12-02,2483.829744179466,False
1.0,20.0,2011-12-09,2673.2084853944493,False
1.0,20.0,2011-12-16,3044.4339701453814,False
1.0,20.0,2011-12-23,3880.753987303161,False
1.0,20.0,2011-12-30,2739.082963921137,True
1.0,21.0,2011-11-04,7329.953337161821,False
1.0,21.0,2011-11-11,8019.16523491663,False
1.0,21.0,2011-11-18,7608.146462058551,False
1.0,21.0,2011-11-25,9252.790132606304,True
1.0,21.0,2011-12-02,8050.15958718713,False
1.0,21.0,2011-12-09,8364.099010450202,False
1.0,21.0,2011-12-16,9754.154987808452,False
1.0,21.0,2011-12-23,12551.64308885119,False
1.0,21.0,2011-12-30,6659.768267309499,True
1.0,22.0,2011-11-04,8368.473973749795,False
1.0,22.0,2011-11-11,8058.440743421394,False
1.0,22.0,2011-11-18,8688.289689145284,False
1.0,22.0,2011-11-25,16960.600211045734,True
1.0,22.0,2011-12-02,8904.823917018053,False
1.0,22.0,2011-12-09,11277.8616487725,False
1.0,22.0,2011-12-16,13838.195252876256,False
1.0,22.0,2011-12-23,18330.149856686847,False
1.0,22.0,2011-12-30,9171.592855742721,True
1.0,23.0,2011-11-04,25172.01425823451,False
1.0,23.0,2011-11-11,21209.12827294807,False
1.0,23.0,2011-11-18,21633.40663191162,False
1.0,23.0,2011-11-25,32003.575113445502,True
1.0,23.0,2011-12-02,24862.78312175463,False
1.0,23.0,2011-12-09,32600.43479928256,False
1.0,23.0,2011-12-16,39932.31669432319,False
1.0,23.0,2011-12-23,59291.15735857135,False
1.0,23.0,2011-12-30,19959.78432491263,True
1.0,24.0,2011-11-04,7236.22234284994,False
1.0,24.0,2011-11-11,5647.198065962641,False
1.0,24.0,2011-11-18,6293.472623089792,False
1.0,24.0,2011-11-25,10929.443632739594,True
1.0,24.0,2011-12-02,8634.505668658296,False
1.0,24.0,2011-12-09,12497.547015577553,False
1.0,24.0,2011-12-16,11991.693235184064,False
1.0,24.0,2011-12-23,12755.70334318404,False
1.0,24.0,2011-12-30,3083.310505414305,True
1.0,25.0,2011-11-04,9641.344187304916,False
1.0,25.0,2011-11-11,8264.021842158472,False
1.0,25.0,2011-11-18,8853.108123052938,False
1.0,25.0,2011-11-25,11545.970067679722,True
1.0,25.0,2011-12-02,9635.588078463055,False
1.0,25.0,2011-12-09,10494.94133898274,False
1.0,25.0,2011-12-16,11949.379563508162,False
1.0,25.0,2011-12-23,17178.071261840665,False
1.0,25.0,2011-12-30,7298.477360739028,True
1.0,26.0,2011-11-04,9476.61606296248,False
1.0,26.0,2011-11-11,6717.136524122703,False
1.0,26.0,2011-11-18,7399.534607653535,False
1.0,26.0,2011-11-25,10385.112125789075,True
1.0,26.0,2011-12-02,7140.012394002435,False
1.0,26.0,2011-12-09,8582.844058299233,False
1.0,26.0,2011-12-16,9806.425250025495,False
1.0,26.0,2011-12-23,13633.39281279217,False
1.0,26.0,2011-12-30,3323.9626639572502,True
1.0,27.0,2011-11-04,1576.553269439478,False
1.0,27.0,2011-11-11,1698.4284344962646,False
1.0,27.0,2011-11-18,1873.2456466547292,False
1.0,27.0,2011-11-25,2004.106573630895,True
1.0,27.0,2011-12-02,2179.4684879011616,False
1.0,27.0,2011-12-09,2790.284145753932,False
1.0,27.0,2011-12-16,3361.740858285702,False
1.0,27.0,2011-12-23,3944.2030994080214,False
1.0,27.0,2011-12-30,1499.6577658939534,True
1.0,28.0,2011-11-04,739.6531006514197,False
1.0,28.0,2011-11-11,756.15768603162,False
1.0,28.0,2011-11-18,776.7732493256553,False
1.0,28.0,2011-11-25,658.5979871670352,True
1.0,28.0,2011-12-02,633.6904804067672,False
1.0,28.0,2011-12-09,984.1460179549975,False
1.0,28.0,2011-12-16,958.2589784217053,False
1.0,28.0,2011-12-23,754.719548104485,False
1.0,28.0,2011-12-30,420.7761980641577,True
1.0,29.0,2011-11-04,4633.724312734597,False
1.0,29.0,2011-11-11,4257.745065745938,False
1.0,29.0,2011-11-18,4251.583907652337,False
1.0,29.0,2011-11-25,6544.864090967381,True
1.0,29.0,2011-12-02,5264.126293881138,False
1.0,29.0,2011-12-09,6457.066597158013,False
1.0,29.0,2011-12-16,8682.15617380854,False
1.0,29.0,2011-12-23,13597.451979151347,False
1.0,29.0,2011-12-30,4820.8097571862945,True
1.0,30.0,2011-11-04,2815.1847136302968,False
1.0,30.0,2011-11-11,2478.005371780426,False
1.0,30.0,2011-11-18,2556.993955168815,False
1.0,30.0,2011-11-25,2982.4171592092025,True
1.0,30.0,2011-12-02,2179.2590942570823,False
1.0,30.0,2011-12-09,2422.874566748564,False
1.0,30.0,2011-12-16,2742.530874650751,False
1.0,30.0,2011-12-23,3876.940565174836,False
1.0,30.0,2011-12-30,2945.0220608017003,True
1.0,31.0,2011-11-04,2366.000989441026,False
1.0,31.0,2011-11-11,1724.3389106801703,False
1.0,31.0,2011-11-18,2160.5826383579342,False
1.0,31.0,2011-11-25,3074.0321007042594,True
1.0,31.0,2011-12-02,3059.557626868883,False
1.0,31.0,2011-12-09,3778.767939788661,False
1.0,31.0,2011-12-16,4414.922681277117,False
1.0,31.0,2011-12-23,5724.51690809792,False
1.0,31.0,2011-12-30,2252.187068363178,True
1.0,32.0,2011-11-04,5804.47307629952,False
1.0,32.0,2011-11-11,6766.32492766144,False
1.0,32.0,2011-11-18,6736.599794552417,False
1.0,32.0,2011-11-25,9585.326612742374,True
1.0,32.0,2011-12-02,9516.685198905634,False
1.0,32.0,2011-12-09,12356.422172154173,False
1.0,32.0,2011-12-16,18439.04782710002,False
1.0,32.0,2011-12-23,42761.59184691766,False
1.0,32.0,2011-12-30,8173.958937734787,True
1.0,33.0,2011-11-04,6367.818569827886,False
1.0,33.0,2011-11-11,5314.504885452395,False
1.0,33.0,2011-11-18,5188.664314585799,False
1.0,33.0,2011-11-25,9570.4679710542,True
1.0,33.0,2011-12-02,7443.567515572361,False
1.0,33.0,2011-12-09,9842.035017248303,False
1.0,33.0,2011-12-16,10453.325737819136,False
1.0,33.0,2011-12-23,12981.9566189143,False
1.0,33.0,2011-12-30,3134.3731848976736,True
1.0,34.0,2011-11-04,10229.08404927739,False
1.0,34.0,2011-11-11,10434.07683730862,False
1.0,34.0,2011-11-18,10086.729504812658,False
1.0,34.0,2011-11-25,15038.052780338248,True
1.0,34.0,2011-12-02,9735.29356525993,False
1.0,34.0,2011-12-09,11494.393887947464,False
1.0,34.0,2011-12-16,12727.357148644198,False
1.0,34.0,2011-12-23,17186.531894826152,False
1.0,34.0,2011-12-30,8198.641556469503,True
1.0,35.0,2011-11-04,2979.54408921856,False
1.0,35.0,2011-11-11,2485.135534562114,False
1.0,35.0,2011-11-18,2934.007303275628,False
1.0,35.0,2011-11-25,2858.858854205044,True
1.0,35.0,2011-12-02,2682.269123951877,False
1.0,35.0,2011-12-09,3108.126220620072,False
1.0,35.0,2011-12-16,3376.2913070787345,False
1.0,35.0,2011-12-23,4330.753830328846,False
1.0,35.0,2011-12-30,2242.0056262012554,True
1.0,36.0,2011-11-04,1523.3606750151216,False
1.0,36.0,2011-11-11,1547.4772327553897,False
1.0,36.0,2011-11-18,1631.3613761197144,False
1.0,36.0,2011-11-25,2321.3423680739347,True
1.0,36.0,2011-12-02,1932.529725467523,False
1.0,36.0,2011-12-09,2161.208801729661,False
1.0,36.0,2011-12-16,2426.79863218131,False
1.0,36.0,2011-12-23,3411.4541487058314,False
1.0,36.0,2011-12-30,879.0750530003824,True
1.0,37.0,2011-11-04,2619.907364767483,False
1.0,37.0,2011-11-11,2573.3343505972025,False
1.0,37.0,2011-11-18,2490.0962271347835,False
1.0,37.0,2011-11-25,2365.857566906985,True
1.0,37.0,2011-12-02,2284.5056248091587,False
1.0,37.0,2011-12-09,2218.721845466209,False
1.0,37.0,2011-12-16,2267.834065967212,False
1.0,37.0,2011-12-23,2349.749275507048,False
1.0,37.0,2011-12-30,2446.631024115789,True
1.0,38.0,2011-11-04,69835.11592565718,False
1.0,38.0,2011-11-11,69374.44596351925,False
1.0,38.0,2011-11-18,58893.84534250813,False
1.0,38.0,2011-11-25,42545.5728548603,True
1.0,38.0,2011-12-02,74248.62418785933,False
1.0,38.0,2011-12-09,58050.417690052265,False
1.0,38.0,2011-12-16,64172.351518368894,False
1.0,38.0,2011-12-23,45193.43173571547,False
1.0,38.0,2011-12-30,54397.33484097063,True
1.0,40.0,2011-11-04,62729.76907611209,False
1.0,40.0,2011-11-11,58868.802989656586,False
1.0,40.0,2011-11-18,57729.234192407006,False
1.0,40.0,2011-11-25,53484.73477066007,True
1.0,40.0,2011-12-02,60615.6505812962,False
1.0,40.0,2011-12-09,61369.3959752758,False
1.0,40.0,2011-12-16,60694.85654947815,False
1.0,40.0,2011-12-23,66356.40414239849,False
1.0,40.0,2011-12-30,60052.885028971636,True
1.0,41.0,2011-11-04,1666.4503140782444,False
1.0,41.0,2011-11-11,987.4851366272168,False
1.0,41.0,2011-11-18,1116.245181606032,False
1.0,41.0,2011-11-25,1967.1079336912344,True
1.0,41.0,2011-12-02,1043.9467131277752,False
1.0,41.0,2011-12-09,1391.4378835214277,False
1.0,41.0,2011-12-16,2066.1224613370114,False
1.0,41.0,2011-12-23,3269.6950628753443,False
1.0,41.0,2011-12-30,1132.068193620585,True
1.0,42.0,2011-11-04,7509.602017093652,False
1.0,42.0,2011-11-11,8290.18820943622,False
1.0,42.0,2011-11-18,8109.200920184519,False
1.0,42.0,2011-11-25,7132.643593832412,True
1.0,42.0,2011-12-02,6985.300860822286,False
1.0,42.0,2011-12-09,7049.036961186181,False
1.0,42.0,2011-12-16,6504.66659268466,False
1.0,42.0,2011-12-23,6635.1051376245405,False
1.0,42.0,2011-12-30,5819.928941174761,True
1.0,44.0,2011-11-04,4849.6560714694015,False
1.0,44.0,2011-11-11,4546.703573705115,False
1.0,44.0,2011-11-18,4578.11145627293,False
1.0,44.0,2011-11-25,8399.43336330984,True
1.0,44.0,2011-12-02,5871.262868778324,False
1.0,44.0,2011-12-09,6415.681224133509,False
1.0,44.0,2011-12-16,7095.237560381948,False
1.0,44.0,2011-12-23,7641.382969412499,False
1.0,44.0,2011-12-30,3028.742834386279,True
1.0,45.0,2011-11-04,0.7701286336704527,False
1.0,45.0,2011-11-11,10.814270702437994,False
1.0,45.0,2011-11-18,8.378710743134349,False
1.0,45.0,2011-12-02,-0.4310420239126813,False
1.0,45.0,2011-12-09,1.7493332353805329,False
1.0,45.0,2011-12-23,0.7030698171237492,False
1.0,45.0,2011-12-30,4.50230892607024,True
1.0,46.0,2011-11-04,18775.021039995718,False
1.0,46.0,2011-11-11,18067.403671929264,False
1.0,46.0,2011-11-18,18406.367475174484,False
1.0,46.0,2011-11-25,19674.229248460964,True
1.0,46.0,2011-12-02,21093.450847262862,False
1.0,46.0,2011-12-09,24977.736478894367,False
1.0,46.0,2011-12-16,32897.851525406004,False
1.0,46.0,2011-12-23,54257.07926648944,False
1.0,46.0,2011-12-30,25269.05807195096,True
1.0,47.0,2011-12-23,111.42822870557339,False
1.0,48.0,2011-11-04,1145.9944064009348,False
1.0,48.0,2011-11-11,729.3512346639353,False
1.0,48.0,2011-11-18,1702.0043560048678,False
1.0,48.0,2011-11-25,1115.9061603197504,True
1.0,48.0,2011-12-02,696.8589246256914,False
1.0,48.0,2011-12-09,1637.209709026766,False
1.0,48.0,2011-12-16,1327.5558984085244,False
1.0,48.0,2011-12-23,2709.01671107585,False
1.0,48.0,2011-12-30,1179.4423957153235,True
1.0,49.0,2011-11-04,14189.555783058917,False
1.0,49.0,2011-11-11,10167.876646929764,False
1.0,49.0,2011-11-18,11520.53611563384,False
1.0,49.0,2011-11-25,8676.57703274057,True
1.0,49.0,2011-12-02,10429.723757731954,False
1.0,49.0,2011-12-09,10908.47210261804,False
1.0,49.0,2011-12-16,9844.174810913297,False
1.0,49.0,2011-12-23,9602.925389883563,False
1.0,49.0,2011-12-30,10252.824781190893,True
1.0,52.0,2011-11-04,2210.160705565981,False
1.0,52.0,2011-11-11,2400.150916985393,False
1.0,52.0,2011-11-18,2256.91846273797,False
1.0,52.0,2011-11-25,3588.837959638256,True
1.0,52.0,2011-12-02,2969.247524835676,False
1.0,52.0,2011-12-09,3030.48016640746,False
1.0,52.0,2011-12-16,2833.8748309029443,False
1.0,52.0,2011-12-23,3213.883926624961,False
1.0,52.0,2011-12-30,1434.9924485397244,True
1.0,54.0,2011-11-04,-85.76368085896007,False
1.0,54.0,2011-11-11,-92.81332027535296,False
1.0,54.0,2011-11-18,-84.40355497914476,False
1.0,54.0,2011-11-25,-59.11103331805549,True
1.0,54.0,2011-12-02,-25.698445164904623,False
1.0,54.0,2011-12-09,-115.0114530700526,False
1.0,54.0,2011-12-16,-32.70870664368027,False
1.0,54.0,2011-12-23,41.646412492657916,False
1.0,54.0,2011-12-30,-72.12193421293539,True
1.0,55.0,2011-11-04,11451.382485213167,False
1.0,55.0,2011-11-11,16055.777457457212,False
1.0,55.0,2011-11-18,13997.73941111652,False
1.0,55.0,2011-11-25,31908.916959084745,True
1.0,55.0,2011-12-02,17241.948284301383,False
1.0,55.0,2011-12-09,21058.19540936727,False
1.0,55.0,2011-12-16,26105.78545550973,False
1.0,55.0,2011-12-23,47308.251100100475,False
1.0,55.0,2011-12-30,23822.316191189442,True
1.0,56.0,2011-11-04,1257.6321250870749,False
1.0,56.0,2011-11-11,1156.5030068246049,False
1.0,56.0,2011-11-18,1277.384110819046,False
1.0,56.0,2011-11-25,2651.515183300267,True
1.0,56.0,2011-12-02,3927.542746050945,False
1.0,56.0,2011-12-09,4155.936904049529,False
1.0,56.0,2011-12-16,2903.6634029447955,False
1.0,56.0,2011-12-23,879.5165449988455,False
1.0,56.0,2011-12-30,556.5666260539105,True
1.0,58.0,2011-11-04,1605.0046633748843,False
1.0,58.0,2011-11-11,1977.091676259557,False
1.0,58.0,2011-11-18,1683.078984453021,False
1.0,58.0,2011-11-25,2349.82241888964,True
1.0,58.0,2011-12-02,1804.6541787210424,False
1.0,58.0,2011-12-09,1093.0743181692942,False
1.0,58.0,2011-12-16,1654.2065712112508,False
1.0,58.0,2011-12-23,2692.8070488443796,False
1.0,58.0,2011-12-30,1328.7436196539434,True
1.0,59.0,2011-11-04,165.12712012502584,False
1.0,59.0,2011-11-11,538.507877555827,False
1.0,59.0,2011-11-18,609.9438937605939,False
1.0,59.0,2011-11-25,1093.7246391546562,True
1.0,59.0,2011-12-02,1833.624883904273,False
1.0,59.0,2011-12-09,4123.177538225113,False
1.0,59.0,2011-12-16,8550.717531253968,False
1.0,59.0,2011-12-23,17064.015547524068,False
1.0,59.0,2011-12-30,5876.999224534934,True
1.0,60.0,2011-11-04,1326.8842136634628,False
1.0,60.0,2011-11-11,1005.8352511651389,False
1.0,60.0,2011-11-18,869.6323499063034,False
1.0,60.0,2011-11-25,910.0111621195098,True
1.0,60.0,2011-12-02,1331.8374969432805,False
1.0,60.0,2011-12-09,1361.0093920457182,False
1.0,60.0,2011-12-16,2345.342358551941,False
1.0,60.0,2011-12-23,1031.6407565082682,False
1.0,60.0,2011-12-30,807.9871143783433,True
1.0,67.0,2011-11-04,5190.161193018601,False
1.0,67.0,2011-11-11,5162.651824406403,False
1.0,67.0,2011-11-18,5496.162894175908,False
1.0,67.0,2011-11-25,4589.6183119358575,True
1.0,67.0,2011-12-02,4590.90352847875,False
1.0,67.0,2011-12-09,7127.979275060174,False
1.0,67.0,2011-12-16,10844.996423882489,False
1.0,67.0,2011-12-23,14405.010811669592,False
1.0,67.0,2011-12-30,4320.547113459827,True
1.0,71.0,2011-11-04,2215.207270831368,False
1.0,71.0,2011-11-11,2530.125293480105,False
1.0,71.0,2011-11-18,2283.557574394468,False
1.0,71.0,2011-11-25,4614.73333523043,True
1.0,71.0,2011-12-02,2442.7335541179964,False
1.0,71.0,2011-12-09,2275.303006686201,False
1.0,71.0,2011-12-16,2567.5679042643787,False
1.0,71.0,2011-12-23,4171.090340179736,False
1.0,71.0,2011-12-30,2599.863635269675,True
1.0,72.0,2011-11-04,38432.4026496592,False
1.0,72.0,2011-11-11,44600.80856505781,False
1.0,72.0,2011-11-18,35599.81902418332,False
1.0,72.0,2011-11-25,197165.4423135058,True
1.0,72.0,2011-12-02,47111.79424171429,False
1.0,72.0,2011-12-09,55531.13032820495,False
1.0,72.0,2011-12-16,72411.80444838107,False
1.0,72.0,2011-12-23,113267.65339677736,False
1.0,72.0,2011-12-30,46376.44595179798,True
1.0,74.0,2011-11-04,10288.740225424755,False
1.0,74.0,2011-11-11,9713.967674656304,False
1.0,74.0,2011-11-18,9060.46151774097,False
1.0,74.0,2011-11-25,19717.354562774763,True
1.0,74.0,2011-12-02,9073.711412690112,False
1.0,74.0,2011-12-09,8365.95212313649,False
1.0,74.0,2011-12-16,8851.190699459983,False
1.0,74.0,2011-12-23,13945.768496196864,False
1.0,74.0,2011-12-30,12956.858205847058,True
1.0,79.0,2011-11-04,40829.65132394084,False
1.0,79.0,2011-11-11,31101.236432487254,False
1.0,79.0,2011-11-18,28958.713588554525,False
1.0,79.0,2011-11-25,28744.0797643573,True
1.0,79.0,2011-12-02,36635.46773927892,False
1.0,79.0,2011-12-09,32205.47451181174,False
1.0,79.0,2011-12-16,31310.807324031943,False
1.0,79.0,2011-12-23,33697.88984218925,False
1.0,79.0,2011-12-30,25147.923499436587,True
1.0,80.0,2011-11-04,16382.66527022711,False
1.0,80.0,2011-11-11,16613.046859008362,False
1.0,80.0,2011-11-18,17365.08550272892,False
1.0,80.0,2011-11-25,17271.094039106843,True
1.0,80.0,2011-12-02,14215.769786807345,False
1.0,80.0,2011-12-09,18108.888719519706,False
1.0,80.0,2011-12-16,18596.22010922349,False
1.0,80.0,2011-12-23,20603.243199170945,False
1.0,80.0,2011-12-30,15708.494487749704,True
1.0,81.0,2011-11-04,29303.23019550781,False
1.0,81.0,2011-11-11,29317.7915300348,False
1.0,81.0,2011-11-18,28906.482684707327,False
1.0,81.0,2011-11-25,29971.34822158498,True
1.0,81.0,2011-12-02,27294.144199669183,False
1.0,81.0,2011-12-09,29423.551312519998,False
1.0,81.0,2011-12-16,28471.199544478262,False
1.0,81.0,2011-12-23,29412.718196606023,False
1.0,81.0,2011-12-30,24813.424442119438,True
1.0,82.0,2011-11-04,23444.097529645,False
1.0,82.0,2011-11-11,22286.460337879525,False
1.0,82.0,2011-11-18,22996.19127117369,False
1.0,82.0,2011-11-25,26034.21040628936,True
1.0,82.0,2011-12-02,26781.517447106,False
1.0,82.0,2011-12-09,32158.80519477037,False
1.0,82.0,2011-12-16,42677.33334646786,False
1.0,82.0,2011-12-23,64953.89364637788,False
1.0,82.0,2011-12-30,25333.251339780672,True
1.0,83.0,2011-11-04,4617.268412813079,False
1.0,83.0,2011-11-11,4750.045388265244,False
1.0,83.0,2011-11-18,3962.715801903149,False
1.0,83.0,2011-11-25,3249.92554953503,True
1.0,83.0,2011-12-02,3945.11319866946,False
1.0,83.0,2011-12-09,5022.819000009127,False
1.0,83.0,2011-12-16,5309.287119770306,False
1.0,83.0,2011-12-23,6467.534977204068,False
1.0,83.0,2011-12-30,5056.097063416211,True
1.0,85.0,2011-11-04,3066.2096988548847,False
1.0,85.0,2011-11-11,3821.757074342747,False
1.0,85.0,2011-11-18,3132.1921698201304,False
1.0,85.0,2011-11-25,2547.2868485631743,True
1.0,85.0,2011-12-02,3684.1291192985927,False
1.0,85.0,2011-12-09,4961.133834052537,False
